p Parameter,Run,Graph Size,Graph Type,Density,Steps
0.6,2,30,erdos renyi gilbert gnp,0.595402,7
0.6,3,30,erdos renyi gilbert gnp,0.595402,7
0.6,4,30,erdos renyi gilbert gnp,0.595402,7
0.6,5,30,erdos renyi gilbert gnp,0.595402,6
0.6,6,30,erdos renyi gilbert gnp,0.595402,8
0.6,7,30,erdos renyi gilbert gnp,0.595402,8
0.6,8,30,erdos renyi gilbert gnp,0.595402,5
0.6,9,30,erdos renyi gilbert gnp,0.595402,8
0.6,10,30,erdos renyi gilbert gnp,0.595402,6
0.6,11,30,erdos renyi gilbert gnp,0.595402,8
0.6,12,30,erdos renyi gilbert gnp,0.595402,10
0.6,13,30,erdos renyi gilbert gnp,0.595402,7
0.6,14,30,erdos renyi gilbert gnp,0.595402,6
0.6,15,30,erdos renyi gilbert gnp,0.595402,8
0.6,16,30,erdos renyi gilbert gnp,0.595402,6
0.6,17,30,erdos renyi gilbert gnp,0.595402,6
0.6,18,30,erdos renyi gilbert gnp,0.595402,5
0.6,19,30,erdos renyi gilbert gnp,0.595402,6
0.6,20,30,erdos renyi gilbert gnp,0.595402,6
0.6,21,30,erdos renyi gilbert gnp,0.595402,5
0.6,22,30,erdos renyi gilbert gnp,0.595402,4
0.6,23,30,erdos renyi gilbert gnp,0.595402,7
0.6,24,30,erdos renyi gilbert gnp,0.595402,8
0.6,25,30,erdos renyi gilbert gnp,0.595402,8
0.6,26,30,erdos renyi gilbert gnp,0.595402,6
0.6,27,30,erdos renyi gilbert gnp,0.595402,7
0.6,28,30,erdos renyi gilbert gnp,0.595402,6
0.6,29,30,erdos renyi gilbert gnp,0.595402,7
0.6,30,30,erdos renyi gilbert gnp,0.595402,8
0.6,31,30,erdos renyi gilbert gnp,0.595402,6
0.6,32,30,erdos renyi gilbert gnp,0.595402,6
0.6,33,30,erdos renyi gilbert gnp,0.595402,7
0.6,34,30,erdos renyi gilbert gnp,0.595402,6
0.6,35,30,erdos renyi gilbert gnp,0.595402,6
0.6,36,30,erdos renyi gilbert gnp,0.595402,7
0.6,37,30,erdos renyi gilbert gnp,0.595402,6
0.6,38,30,erdos renyi gilbert gnp,0.595402,7
0.6,39,30,erdos renyi gilbert gnp,0.595402,10
0.6,40,30,erdos renyi gilbert gnp,0.595402,6
0.6,41,30,erdos renyi gilbert gnp,0.595402,9
0.6,42,30,erdos renyi gilbert gnp,0.595402,6
0.6,43,30,erdos renyi gilbert gnp,0.595402,7
0.6,44,30,erdos renyi gilbert gnp,0.595402,8
0.6,45,30,erdos renyi gilbert gnp,0.595402,9
0.6,46,30,erdos renyi gilbert gnp,0.595402,8
0.6,47,30,erdos renyi gilbert gnp,0.595402,6
0.6,48,30,erdos renyi gilbert gnp,0.595402,8
0.6,49,30,erdos renyi gilbert gnp,0.595402,8
0.6,0,30,erdos renyi gilbert gnp,0.586207,5
0.6,1,30,erdos renyi gilbert gnp,0.586207,9
0.6,2,30,erdos renyi gilbert gnp,0.586207,8
0.6,3,30,erdos renyi gilbert gnp,0.586207,8
0.6,4,30,erdos renyi gilbert gnp,0.586207,7
0.6,5,30,erdos renyi gilbert gnp,0.586207,6
0.6,6,30,erdos renyi gilbert gnp,0.586207,8
0.6,7,30,erdos renyi gilbert gnp,0.586207,5
0.6,8,30,erdos renyi gilbert gnp,0.586207,8
0.6,9,30,erdos renyi gilbert gnp,0.586207,7
0.6,10,30,erdos renyi gilbert gnp,0.586207,7
0.6,11,30,erdos renyi gilbert gnp,0.586207,6
0.6,12,30,erdos renyi gilbert gnp,0.586207,7
0.6,13,30,erdos renyi gilbert gnp,0.586207,10
0.6,14,30,erdos renyi gilbert gnp,0.586207,5
0.6,15,30,erdos renyi gilbert gnp,0.586207,6
0.6,16,30,erdos renyi gilbert gnp,0.586207,7
0.6,17,30,erdos renyi gilbert gnp,0.586207,7
0.6,18,30,erdos renyi gilbert gnp,0.586207,6
0.6,19,30,erdos renyi gilbert gnp,0.586207,6
0.6,20,30,erdos renyi gilbert gnp,0.586207,8
0.6,21,30,erdos renyi gilbert gnp,0.586207,8
0.6,22,30,erdos renyi gilbert gnp,0.586207,7
0.6,23,30,erdos renyi gilbert gnp,0.586207,6
0.6,24,30,erdos renyi gilbert gnp,0.586207,6
0.6,25,30,erdos renyi gilbert gnp,0.586207,6
0.6,26,30,erdos renyi gilbert gnp,0.586207,7
0.6,27,30,erdos renyi gilbert gnp,0.586207,9
0.6,28,30,erdos renyi gilbert gnp,0.586207,6
0.6,29,30,erdos renyi gilbert gnp,0.586207,9
0.6,30,30,erdos renyi gilbert gnp,0.586207,5
0.6,31,30,erdos renyi gilbert gnp,0.586207,7
0.6,32,30,erdos renyi gilbert gnp,0.586207,5
0.6,33,30,erdos renyi gilbert gnp,0.586207,5
0.6,34,30,erdos renyi gilbert gnp,0.586207,5
0.6,35,30,erdos renyi gilbert gnp,0.586207,10
0.6,36,30,erdos renyi gilbert gnp,0.586207,6
0.6,37,30,erdos renyi gilbert gnp,0.586207,7
0.6,38,30,erdos renyi gilbert gnp,0.586207,7
0.6,39,30,erdos renyi gilbert gnp,0.586207,8
0.6,40,30,erdos renyi gilbert gnp,0.586207,6
0.6,41,30,erdos renyi gilbert gnp,0.586207,9
0.6,42,30,erdos renyi gilbert gnp,0.586207,7
0.6,43,30,erdos renyi gilbert gnp,0.586207,6
0.6,44,30,erdos renyi gilbert gnp,0.586207,7
0.6,45,30,erdos renyi gilbert gnp,0.586207,8
0.6,46,30,erdos renyi gilbert gnp,0.586207,7
0.6,47,30,erdos renyi gilbert gnp,0.586207,6
0.6,48,30,erdos renyi gilbert gnp,0.586207,6
0.6,49,30,erdos renyi gilbert gnp,0.586207,7
0.6,0,30,erdos renyi gilbert gnp,0.611494,6
0.6,1,30,erdos renyi gilbert gnp,0.611494,6
0.6,2,30,erdos renyi gilbert gnp,0.611494,5
0.6,3,30,erdos renyi gilbert gnp,0.611494,8
0.6,4,30,erdos renyi gilbert gnp,0.611494,6
0.6,5,30,erdos renyi gilbert gnp,0.611494,5
0.6,6,30,erdos renyi gilbert gnp,0.611494,7
0.6,7,30,erdos renyi gilbert gnp,0.611494,8
0.6,8,30,erdos renyi gilbert gnp,0.611494,6
0.6,9,30,erdos renyi gilbert gnp,0.611494,9
0.6,10,30,erdos renyi gilbert gnp,0.611494,7
0.6,11,30,erdos renyi gilbert gnp,0.611494,8
0.6,12,30,erdos renyi gilbert gnp,0.611494,7
0.6,13,30,erdos renyi gilbert gnp,0.611494,5
0.6,14,30,erdos renyi gilbert gnp,0.611494,7
0.6,15,30,erdos renyi gilbert gnp,0.611494,9
0.6,16,30,erdos renyi gilbert gnp,0.611494,7
0.6,17,30,erdos renyi gilbert gnp,0.611494,11
0.6,18,30,erdos renyi gilbert gnp,0.611494,7
0.6,19,30,erdos renyi gilbert gnp,0.611494,6
0.6,20,30,erdos renyi gilbert gnp,0.611494,5
0.6,21,30,erdos renyi gilbert gnp,0.611494,6
0.6,22,30,erdos renyi gilbert gnp,0.611494,7
0.6,23,30,erdos renyi gilbert gnp,0.611494,5
0.6,24,30,erdos renyi gilbert gnp,0.611494,7
0.6,25,30,erdos renyi gilbert gnp,0.611494,6
0.6,26,30,erdos renyi gilbert gnp,0.611494,7
0.6,27,30,erdos renyi gilbert gnp,0.611494,5
0.6,28,30,erdos renyi gilbert gnp,0.611494,5
0.6,29,30,erdos renyi gilbert gnp,0.611494,6
0.6,30,30,erdos renyi gilbert gnp,0.611494,10
0.6,31,30,erdos renyi gilbert gnp,0.611494,6
0.6,32,30,erdos renyi gilbert gnp,0.611494,8
0.6,33,30,erdos renyi gilbert gnp,0.611494,9
0.6,34,30,erdos renyi gilbert gnp,0.611494,7
0.6,35,30,erdos renyi gilbert gnp,0.611494,6
0.6,36,30,erdos renyi gilbert gnp,0.611494,7
0.6,37,30,erdos renyi gilbert gnp,0.611494,5
0.6,38,30,erdos renyi gilbert gnp,0.611494,6
0.6,39,30,erdos renyi gilbert gnp,0.611494,5
0.6,40,30,erdos renyi gilbert gnp,0.611494,9
0.6,41,30,erdos renyi gilbert gnp,0.611494,11
0.6,42,30,erdos renyi gilbert gnp,0.611494,6
0.6,43,30,erdos renyi gilbert gnp,0.611494,5
0.6,44,30,erdos renyi gilbert gnp,0.611494,5
0.6,45,30,erdos renyi gilbert gnp,0.611494,9
0.6,46,30,erdos renyi gilbert gnp,0.611494,6
0.6,47,30,erdos renyi gilbert gnp,0.611494,6
0.6,48,30,erdos renyi gilbert gnp,0.611494,7
0.6,49,30,erdos renyi gilbert gnp,0.611494,9
0.6,0,30,erdos renyi gilbert gnp,0.611494,7
0.6,1,30,erdos renyi gilbert gnp,0.611494,7
0.6,2,30,erdos renyi gilbert gnp,0.611494,6
0.6,3,30,erdos renyi gilbert gnp,0.611494,7
0.6,4,30,erdos renyi gilbert gnp,0.611494,6
0.6,5,30,erdos renyi gilbert gnp,0.611494,9
0.6,6,30,erdos renyi gilbert gnp,0.611494,7
0.6,7,30,erdos renyi gilbert gnp,0.611494,5
0.6,8,30,erdos renyi gilbert gnp,0.611494,10
0.6,9,30,erdos renyi gilbert gnp,0.611494,8
0.6,10,30,erdos renyi gilbert gnp,0.611494,6
0.6,11,30,erdos renyi gilbert gnp,0.611494,8
0.6,12,30,erdos renyi gilbert gnp,0.611494,8
0.6,13,30,erdos renyi gilbert gnp,0.611494,7
0.6,14,30,erdos renyi gilbert gnp,0.611494,9
0.6,15,30,erdos renyi gilbert gnp,0.611494,7
0.6,16,30,erdos renyi gilbert gnp,0.611494,6
0.6,17,30,erdos renyi gilbert gnp,0.611494,8
0.6,18,30,erdos renyi gilbert gnp,0.611494,5
0.6,19,30,erdos renyi gilbert gnp,0.611494,8
0.6,20,30,erdos renyi gilbert gnp,0.611494,7
0.6,21,30,erdos renyi gilbert gnp,0.611494,6
0.6,22,30,erdos renyi gilbert gnp,0.611494,8
0.6,23,30,erdos renyi gilbert gnp,0.611494,6
0.6,24,30,erdos renyi gilbert gnp,0.611494,6
0.6,25,30,erdos renyi gilbert gnp,0.611494,7
0.6,26,30,erdos renyi gilbert gnp,0.611494,6
0.6,27,30,erdos renyi gilbert gnp,0.611494,6
0.6,28,30,erdos renyi gilbert gnp,0.611494,6
0.6,29,30,erdos renyi gilbert gnp,0.611494,5
0.6,30,30,erdos renyi gilbert gnp,0.611494,8
0.6,31,30,erdos renyi gilbert gnp,0.611494,8
0.6,32,30,erdos renyi gilbert gnp,0.611494,7
0.6,33,30,erdos renyi gilbert gnp,0.611494,8
0.6,34,30,erdos renyi gilbert gnp,0.611494,7
0.6,35,30,erdos renyi gilbert gnp,0.611494,7
0.6,36,30,erdos renyi gilbert gnp,0.611494,7
0.6,37,30,erdos renyi gilbert gnp,0.611494,8
0.6,38,30,erdos renyi gilbert gnp,0.611494,8
0.6,39,30,erdos renyi gilbert gnp,0.611494,8
0.6,40,30,erdos renyi gilbert gnp,0.611494,6
0.6,41,30,erdos renyi gilbert gnp,0.611494,7
0.6,42,30,erdos renyi gilbert gnp,0.611494,9
0.6,43,30,erdos renyi gilbert gnp,0.611494,8
0.6,44,30,erdos renyi gilbert gnp,0.611494,8
0.6,45,30,erdos renyi gilbert gnp,0.611494,7
0.6,46,30,erdos renyi gilbert gnp,0.611494,10
0.6,47,30,erdos renyi gilbert gnp,0.611494,6
0.6,48,30,erdos renyi gilbert gnp,0.611494,6
0.6,49,30,erdos renyi gilbert gnp,0.611494,7
0.9,0,30,erdos renyi gilbert gnp,0.891954,5
0.9,1,30,erdos renyi gilbert gnp,0.891954,5
0.9,2,30,erdos renyi gilbert gnp,0.891954,6
0.9,3,30,erdos renyi gilbert gnp,0.891954,5
0.9,4,30,erdos renyi gilbert gnp,0.891954,6
0.9,5,30,erdos renyi gilbert gnp,0.891954,5
0.9,6,30,erdos renyi gilbert gnp,0.891954,6
0.9,7,30,erdos renyi gilbert gnp,0.891954,5
0.9,8,30,erdos renyi gilbert gnp,0.891954,5
0.9,9,30,erdos renyi gilbert gnp,0.891954,6
0.9,10,30,erdos renyi gilbert gnp,0.891954,6
0.9,11,30,erdos renyi gilbert gnp,0.891954,6
0.9,12,30,erdos renyi gilbert gnp,0.891954,5
0.9,13,30,erdos renyi gilbert gnp,0.891954,6
0.9,14,30,erdos renyi gilbert gnp,0.891954,7
0.9,15,30,erdos renyi gilbert gnp,0.891954,7
0.9,16,30,erdos renyi gilbert gnp,0.891954,4
0.9,17,30,erdos renyi gilbert gnp,0.891954,5
0.9,18,30,erdos renyi gilbert gnp,0.891954,6
0.9,19,30,erdos renyi gilbert gnp,0.891954,5
0.9,20,30,erdos renyi gilbert gnp,0.891954,7
0.9,21,30,erdos renyi gilbert gnp,0.891954,5
0.9,22,30,erdos renyi gilbert gnp,0.891954,6
0.9,23,30,erdos renyi gilbert gnp,0.891954,8
0.9,24,30,erdos renyi gilbert gnp,0.891954,5
0.9,25,30,erdos renyi gilbert gnp,0.891954,6
0.9,26,30,erdos renyi gilbert gnp,0.891954,5
0.9,27,30,erdos renyi gilbert gnp,0.891954,9
0.9,28,30,erdos renyi gilbert gnp,0.891954,5
0.9,29,30,erdos renyi gilbert gnp,0.891954,5
0.9,30,30,erdos renyi gilbert gnp,0.891954,6
0.9,31,30,erdos renyi gilbert gnp,0.891954,5
0.9,32,30,erdos renyi gilbert gnp,0.891954,6
0.9,33,30,erdos renyi gilbert gnp,0.891954,6
0.9,34,30,erdos renyi gilbert gnp,0.891954,7
0.9,35,30,erdos renyi gilbert gnp,0.891954,5
0.9,36,30,erdos renyi gilbert gnp,0.891954,6
0.9,37,30,erdos renyi gilbert gnp,0.891954,6
0.9,38,30,erdos renyi gilbert gnp,0.891954,5
0.9,39,30,erdos renyi gilbert gnp,0.891954,7
0.9,40,30,erdos renyi gilbert gnp,0.891954,6
0.9,41,30,erdos renyi gilbert gnp,0.891954,7
0.9,42,30,erdos renyi gilbert gnp,0.891954,5
0.9,43,30,erdos renyi gilbert gnp,0.891954,7
0.9,44,30,erdos renyi gilbert gnp,0.891954,5
0.9,45,30,erdos renyi gilbert gnp,0.891954,7
0.9,46,30,erdos renyi gilbert gnp,0.891954,4
0.9,47,30,erdos renyi gilbert gnp,0.891954,6
0.9,48,30,erdos renyi gilbert gnp,0.891954,5
0.9,49,30,erdos renyi gilbert gnp,0.891954,10
0.9,0,30,erdos renyi gilbert gnp,0.898851,5
0.9,1,30,erdos renyi gilbert gnp,0.898851,6
0.9,2,30,erdos renyi gilbert gnp,0.898851,6
0.9,3,30,erdos renyi gilbert gnp,0.898851,5
0.9,4,30,erdos renyi gilbert gnp,0.898851,7
0.9,5,30,erdos renyi gilbert gnp,0.898851,6
0.9,6,30,erdos renyi gilbert gnp,0.898851,4
0.9,7,30,erdos renyi gilbert gnp,0.898851,6
0.9,8,30,erdos renyi gilbert gnp,0.898851,7
0.9,9,30,erdos renyi gilbert gnp,0.898851,5
0.9,10,30,erdos renyi gilbert gnp,0.898851,5
0.9,11,30,erdos renyi gilbert gnp,0.898851,7
0.9,12,30,erdos renyi gilbert gnp,0.898851,5
0.9,13,30,erdos renyi gilbert gnp,0.898851,6
0.9,14,30,erdos renyi gilbert gnp,0.898851,6
0.9,15,30,erdos renyi gilbert gnp,0.898851,5
0.9,16,30,erdos renyi gilbert gnp,0.898851,4
0.9,17,30,erdos renyi gilbert gnp,0.898851,6
0.9,18,30,erdos renyi gilbert gnp,0.898851,7
0.9,19,30,erdos renyi gilbert gnp,0.898851,5
0.9,20,30,erdos renyi gilbert gnp,0.898851,5
0.9,21,30,erdos renyi gilbert gnp,0.898851,5
0.9,22,30,erdos renyi gilbert gnp,0.898851,5
0.9,23,30,erdos renyi gilbert gnp,0.898851,6
0.9,24,30,erdos renyi gilbert gnp,0.898851,5
0.9,25,30,erdos renyi gilbert gnp,0.898851,7
0.9,26,30,erdos renyi gilbert gnp,0.898851,4
0.9,27,30,erdos renyi gilbert gnp,0.898851,7
0.9,28,30,erdos renyi gilbert gnp,0.898851,6
0.9,29,30,erdos renyi gilbert gnp,0.898851,5
0.9,30,30,erdos renyi gilbert gnp,0.898851,6
0.9,31,30,erdos renyi gilbert gnp,0.898851,6
0.9,32,30,erdos renyi gilbert gnp,0.898851,6
0.9,33,30,erdos renyi gilbert gnp,0.898851,5
0.9,34,30,erdos renyi gilbert gnp,0.898851,5
0.9,35,30,erdos renyi gilbert gnp,0.898851,6
0.9,36,30,erdos renyi gilbert gnp,0.898851,8
0.9,37,30,erdos renyi gilbert gnp,0.898851,5
0.9,38,30,erdos renyi gilbert gnp,0.898851,8
0.9,39,30,erdos renyi gilbert gnp,0.898851,5
0.9,40,30,erdos renyi gilbert gnp,0.898851,5
0.9,41,30,erdos renyi gilbert gnp,0.898851,8
0.9,42,30,erdos renyi gilbert gnp,0.898851,6
0.9,43,30,erdos renyi gilbert gnp,0.898851,5
0.9,44,30,erdos renyi gilbert gnp,0.898851,7
0.9,45,30,erdos renyi gilbert gnp,0.898851,6
0.9,46,30,erdos renyi gilbert gnp,0.898851,5
0.9,47,30,erdos renyi gilbert gnp,0.898851,5
0.9,48,30,erdos renyi gilbert gnp,0.898851,7
0.9,49,30,erdos renyi gilbert gnp,0.898851,6
0.9,0,30,erdos renyi gilbert gnp,0.926437,5
0.9,1,30,erdos renyi gilbert gnp,0.926437,4
0.9,2,30,erdos renyi gilbert gnp,0.926437,5
0.9,3,30,erdos renyi gilbert gnp,0.926437,5
0.9,4,30,erdos renyi gilbert gnp,0.926437,5
0.9,5,30,erdos renyi gilbert gnp,0.926437,5
0.9,6,30,erdos renyi gilbert gnp,0.926437,6
0.9,7,30,erdos renyi gilbert gnp,0.926437,5
0.9,8,30,erdos renyi gilbert gnp,0.926437,5
0.9,9,30,erdos renyi gilbert gnp,0.926437,6
0.9,10,30,erdos renyi gilbert gnp,0.926437,6
0.9,11,30,erdos renyi gilbert gnp,0.926437,6
0.9,12,30,erdos renyi gilbert gnp,0.926437,5
0.9,13,30,erdos renyi gilbert gnp,0.926437,5
0.9,14,30,erdos renyi gilbert gnp,0.926437,6
0.9,15,30,erdos renyi gilbert gnp,0.926437,6
0.9,16,30,erdos renyi gilbert gnp,0.926437,5
0.9,17,30,erdos renyi gilbert gnp,0.926437,6
0.9,18,30,erdos renyi gilbert gnp,0.926437,5
0.9,19,30,erdos renyi gilbert gnp,0.926437,5
0.9,20,30,erdos renyi gilbert gnp,0.926437,6
0.9,21,30,erdos renyi gilbert gnp,0.926437,8
0.9,22,30,erdos renyi gilbert gnp,0.926437,6
0.9,23,30,erdos renyi gilbert gnp,0.926437,5
0.9,24,30,erdos renyi gilbert gnp,0.926437,5
0.9,25,30,erdos renyi gilbert gnp,0.926437,5
0.9,26,30,erdos renyi gilbert gnp,0.926437,7
0.9,27,30,erdos renyi gilbert gnp,0.926437,5
0.9,28,30,erdos renyi gilbert gnp,0.926437,8
0.9,29,30,erdos renyi gilbert gnp,0.926437,6
0.9,30,30,erdos renyi gilbert gnp,0.926437,5
0.9,31,30,erdos renyi gilbert gnp,0.926437,7
0.9,32,30,erdos renyi gilbert gnp,0.926437,7
0.9,33,30,erdos renyi gilbert gnp,0.926437,5
0.9,34,30,erdos renyi gilbert gnp,0.926437,5
0.9,35,30,erdos renyi gilbert gnp,0.926437,5
0.9,36,30,erdos renyi gilbert gnp,0.926437,5
0.9,37,30,erdos renyi gilbert gnp,0.926437,7
0.9,38,30,erdos renyi gilbert gnp,0.926437,5
0.9,39,30,erdos renyi gilbert gnp,0.926437,6
0.9,40,30,erdos renyi gilbert gnp,0.926437,5
0.9,41,30,erdos renyi gilbert gnp,0.926437,5
0.9,42,30,erdos renyi gilbert gnp,0.926437,7
0.9,43,30,erdos renyi gilbert gnp,0.926437,6
0.9,44,30,erdos renyi gilbert gnp,0.926437,4
0.9,45,30,erdos renyi gilbert gnp,0.926437,5
0.9,46,30,erdos renyi gilbert gnp,0.926437,5
0.9,47,30,erdos renyi gilbert gnp,0.926437,6
0.9,48,30,erdos renyi gilbert gnp,0.926437,8
0.9,49,30,erdos renyi gilbert gnp,0.926437,5
0.9,0,30,erdos renyi gilbert gnp,0.885057,6
0.9,1,30,erdos renyi gilbert gnp,0.885057,7
0.9,2,30,erdos renyi gilbert gnp,0.885057,5
0.9,3,30,erdos renyi gilbert gnp,0.885057,6
0.9,4,30,erdos renyi gilbert gnp,0.885057,6
0.9,5,30,erdos renyi gilbert gnp,0.885057,5
0.9,6,30,erdos renyi gilbert gnp,0.885057,6
0.9,7,30,erdos renyi gilbert gnp,0.885057,5
0.9,8,30,erdos renyi gilbert gnp,0.885057,5
0.9,9,30,erdos renyi gilbert gnp,0.885057,5
0.9,10,30,erdos renyi gilbert gnp,0.885057,5
0.9,11,30,erdos renyi gilbert gnp,0.885057,7
0.9,12,30,erdos renyi gilbert gnp,0.885057,9
0.9,13,30,erdos renyi gilbert gnp,0.885057,7
0.9,14,30,erdos renyi gilbert gnp,0.885057,5
0.9,15,30,erdos renyi gilbert gnp,0.885057,6
0.9,16,30,erdos renyi gilbert gnp,0.885057,6
0.9,17,30,erdos renyi gilbert gnp,0.885057,7
0.9,18,30,erdos renyi gilbert gnp,0.885057,5
0.9,19,30,erdos renyi gilbert gnp,0.885057,6
0.9,20,30,erdos renyi gilbert gnp,0.885057,6
0.9,21,30,erdos renyi gilbert gnp,0.885057,5
0.9,22,30,erdos renyi gilbert gnp,0.885057,6
0.9,23,30,erdos renyi gilbert gnp,0.885057,5
0.9,24,30,erdos renyi gilbert gnp,0.885057,6
0.9,25,30,erdos renyi gilbert gnp,0.885057,7
0.9,26,30,erdos renyi gilbert gnp,0.885057,6
0.9,27,30,erdos renyi gilbert gnp,0.885057,7
0.9,28,30,erdos renyi gilbert gnp,0.885057,5
0.9,29,30,erdos renyi gilbert gnp,0.885057,5
0.9,30,30,erdos renyi gilbert gnp,0.885057,6
0.9,31,30,erdos renyi gilbert gnp,0.885057,6
0.9,32,30,erdos renyi gilbert gnp,0.885057,5
0.9,33,30,erdos renyi gilbert gnp,0.885057,7
0.9,34,30,erdos renyi gilbert gnp,0.885057,5
0.9,35,30,erdos renyi gilbert gnp,0.885057,6
0.9,36,30,erdos renyi gilbert gnp,0.885057,5
0.9,37,30,erdos renyi gilbert gnp,0.885057,6
0.9,38,30,erdos renyi gilbert gnp,0.885057,5
0.9,39,30,erdos renyi gilbert gnp,0.885057,6
0.9,40,30,erdos renyi gilbert gnp,0.885057,5
0.9,41,30,erdos renyi gilbert gnp,0.885057,7
0.9,42,30,erdos renyi gilbert gnp,0.885057,6
0.9,43,30,erdos renyi gilbert gnp,0.885057,6
0.9,44,30,erdos renyi gilbert gnp,0.885057,6
0.9,45,30,erdos renyi gilbert gnp,0.885057,5
0.9,46,30,erdos renyi gilbert gnp,0.885057,4
0.9,47,30,erdos renyi gilbert gnp,0.885057,6
0.9,48,30,erdos renyi gilbert gnp,0.885057,8
0.9,49,30,erdos renyi gilbert gnp,0.885057,7
0.9,0,30,erdos renyi gilbert gnp,0.908046,5
0.9,1,30,erdos renyi gilbert gnp,0.908046,6
0.9,2,30,erdos renyi gilbert gnp,0.908046,8
0.9,3,30,erdos renyi gilbert gnp,0.908046,6
