p Parameter,Run,Graph Size,Graph Type,Density,Steps
0.1,4,30,erdos renyi gilbert gnp,0.096552,25
0.1,5,30,erdos renyi gilbert gnp,0.096552,29
0.1,6,30,erdos renyi gilbert gnp,0.096552,19
0.1,7,30,erdos renyi gilbert gnp,0.096552,31
0.1,8,30,erdos renyi gilbert gnp,0.096552,24
0.1,9,30,erdos renyi gilbert gnp,0.096552,17
0.1,10,30,erdos renyi gilbert gnp,0.096552,21
0.1,11,30,erdos renyi gilbert gnp,0.096552,22
0.1,12,30,erdos renyi gilbert gnp,0.096552,16
0.1,13,30,erdos renyi gilbert gnp,0.096552,26
0.1,14,30,erdos renyi gilbert gnp,0.096552,19
0.1,15,30,erdos renyi gilbert gnp,0.096552,29
0.1,16,30,erdos renyi gilbert gnp,0.096552,21
0.1,17,30,erdos renyi gilbert gnp,0.096552,21
0.1,18,30,erdos renyi gilbert gnp,0.096552,21
0.1,19,30,erdos renyi gilbert gnp,0.096552,20
0.1,20,30,erdos renyi gilbert gnp,0.096552,20
0.1,21,30,erdos renyi gilbert gnp,0.096552,27
0.1,22,30,erdos renyi gilbert gnp,0.096552,30
0.1,23,30,erdos renyi gilbert gnp,0.096552,13
0.1,24,30,erdos renyi gilbert gnp,0.096552,46
0.1,25,30,erdos renyi gilbert gnp,0.096552,22
0.1,26,30,erdos renyi gilbert gnp,0.096552,23
0.1,27,30,erdos renyi gilbert gnp,0.096552,32
0.1,28,30,erdos renyi gilbert gnp,0.096552,37
0.1,29,30,erdos renyi gilbert gnp,0.096552,22
0.1,30,30,erdos renyi gilbert gnp,0.096552,32
0.1,31,30,erdos renyi gilbert gnp,0.096552,11
0.1,32,30,erdos renyi gilbert gnp,0.096552,29
0.1,33,30,erdos renyi gilbert gnp,0.096552,30
0.1,34,30,erdos renyi gilbert gnp,0.096552,20
0.1,35,30,erdos renyi gilbert gnp,0.096552,19
0.1,36,30,erdos renyi gilbert gnp,0.096552,11
0.1,37,30,erdos renyi gilbert gnp,0.096552,21
0.1,38,30,erdos renyi gilbert gnp,0.096552,31
0.1,39,30,erdos renyi gilbert gnp,0.096552,23
0.1,40,30,erdos renyi gilbert gnp,0.096552,22
0.1,41,30,erdos renyi gilbert gnp,0.096552,27
0.1,42,30,erdos renyi gilbert gnp,0.096552,17
0.1,43,30,erdos renyi gilbert gnp,0.096552,26
0.1,44,30,erdos renyi gilbert gnp,0.096552,18
0.1,45,30,erdos renyi gilbert gnp,0.096552,22
0.1,46,30,erdos renyi gilbert gnp,0.096552,31
0.1,47,30,erdos renyi gilbert gnp,0.096552,19
0.1,48,30,erdos renyi gilbert gnp,0.096552,18
0.1,49,30,erdos renyi gilbert gnp,0.096552,18
0.1,0,30,erdos renyi gilbert gnp,0.103448,20
0.1,1,30,erdos renyi gilbert gnp,0.103448,21
0.1,2,30,erdos renyi gilbert gnp,0.103448,26
0.1,3,30,erdos renyi gilbert gnp,0.103448,21
0.1,4,30,erdos renyi gilbert gnp,0.103448,22
0.1,5,30,erdos renyi gilbert gnp,0.103448,12
0.1,6,30,erdos renyi gilbert gnp,0.103448,17
0.1,7,30,erdos renyi gilbert gnp,0.103448,23
0.1,8,30,erdos renyi gilbert gnp,0.103448,13
0.1,9,30,erdos renyi gilbert gnp,0.103448,23
0.1,10,30,erdos renyi gilbert gnp,0.103448,32
0.1,11,30,erdos renyi gilbert gnp,0.103448,20
0.1,12,30,erdos renyi gilbert gnp,0.103448,14
0.1,13,30,erdos renyi gilbert gnp,0.103448,28
0.1,14,30,erdos renyi gilbert gnp,0.103448,13
0.1,15,30,erdos renyi gilbert gnp,0.103448,36
0.1,16,30,erdos renyi gilbert gnp,0.103448,18
0.1,17,30,erdos renyi gilbert gnp,0.103448,24
0.1,18,30,erdos renyi gilbert gnp,0.103448,28
0.1,19,30,erdos renyi gilbert gnp,0.103448,38
0.1,20,30,erdos renyi gilbert gnp,0.103448,31
0.1,21,30,erdos renyi gilbert gnp,0.103448,20
0.1,22,30,erdos renyi gilbert gnp,0.103448,11
0.1,23,30,erdos renyi gilbert gnp,0.103448,28
0.1,24,30,erdos renyi gilbert gnp,0.103448,27
0.1,25,30,erdos renyi gilbert gnp,0.103448,24
0.1,26,30,erdos renyi gilbert gnp,0.103448,28
0.1,27,30,erdos renyi gilbert gnp,0.103448,15
0.1,28,30,erdos renyi gilbert gnp,0.103448,18
0.1,29,30,erdos renyi gilbert gnp,0.103448,19
0.1,30,30,erdos renyi gilbert gnp,0.103448,16
0.1,31,30,erdos renyi gilbert gnp,0.103448,23
0.1,32,30,erdos renyi gilbert gnp,0.103448,21
0.1,33,30,erdos renyi gilbert gnp,0.103448,13
0.1,34,30,erdos renyi gilbert gnp,0.103448,17
0.1,35,30,erdos renyi gilbert gnp,0.103448,20
0.1,36,30,erdos renyi gilbert gnp,0.103448,21
0.1,37,30,erdos renyi gilbert gnp,0.103448,36
0.1,38,30,erdos renyi gilbert gnp,0.103448,29
0.1,39,30,erdos renyi gilbert gnp,0.103448,17
0.1,40,30,erdos renyi gilbert gnp,0.103448,19
0.1,41,30,erdos renyi gilbert gnp,0.103448,22
0.1,42,30,erdos renyi gilbert gnp,0.103448,37
0.1,43,30,erdos renyi gilbert gnp,0.103448,24
0.1,44,30,erdos renyi gilbert gnp,0.103448,20
0.1,45,30,erdos renyi gilbert gnp,0.103448,23
0.1,46,30,erdos renyi gilbert gnp,0.103448,27
0.1,47,30,erdos renyi gilbert gnp,0.103448,23
0.1,48,30,erdos renyi gilbert gnp,0.103448,28
0.1,49,30,erdos renyi gilbert gnp,0.103448,14
0.1,0,30,erdos renyi gilbert gnp,0.114943,22
0.1,1,30,erdos renyi gilbert gnp,0.114943,29
0.1,2,30,erdos renyi gilbert gnp,0.114943,21
0.1,3,30,erdos renyi gilbert gnp,0.114943,20
0.1,4,30,erdos renyi gilbert gnp,0.114943,21
0.1,5,30,erdos renyi gilbert gnp,0.114943,16
0.1,6,30,erdos renyi gilbert gnp,0.114943,16
0.1,7,30,erdos renyi gilbert gnp,0.114943,14
0.1,8,30,erdos renyi gilbert gnp,0.114943,14
0.1,9,30,erdos renyi gilbert gnp,0.114943,14
0.1,10,30,erdos renyi gilbert gnp,0.114943,20
0.1,11,30,erdos renyi gilbert gnp,0.114943,27
0.1,12,30,erdos renyi gilbert gnp,0.114943,24
0.1,13,30,erdos renyi gilbert gnp,0.114943,26
0.1,14,30,erdos renyi gilbert gnp,0.114943,12
0.1,15,30,erdos renyi gilbert gnp,0.114943,19
0.1,16,30,erdos renyi gilbert gnp,0.114943,17
0.1,17,30,erdos renyi gilbert gnp,0.114943,22
0.1,18,30,erdos renyi gilbert gnp,0.114943,15
0.1,19,30,erdos renyi gilbert gnp,0.114943,14
0.1,20,30,erdos renyi gilbert gnp,0.114943,16
0.1,21,30,erdos renyi gilbert gnp,0.114943,22
0.1,22,30,erdos renyi gilbert gnp,0.114943,18
0.1,23,30,erdos renyi gilbert gnp,0.114943,17
0.1,24,30,erdos renyi gilbert gnp,0.114943,22
0.1,25,30,erdos renyi gilbert gnp,0.114943,16
0.1,26,30,erdos renyi gilbert gnp,0.114943,17
0.1,27,30,erdos renyi gilbert gnp,0.114943,11
0.1,28,30,erdos renyi gilbert gnp,0.114943,16
0.1,29,30,erdos renyi gilbert gnp,0.114943,22
0.1,30,30,erdos renyi gilbert gnp,0.114943,17
0.1,31,30,erdos renyi gilbert gnp,0.114943,25
0.1,32,30,erdos renyi gilbert gnp,0.114943,19
0.1,33,30,erdos renyi gilbert gnp,0.114943,12
0.1,34,30,erdos renyi gilbert gnp,0.114943,18
0.1,35,30,erdos renyi gilbert gnp,0.114943,16
0.1,36,30,erdos renyi gilbert gnp,0.114943,12
0.1,37,30,erdos renyi gilbert gnp,0.114943,18
0.1,38,30,erdos renyi gilbert gnp,0.114943,20
0.1,39,30,erdos renyi gilbert gnp,0.114943,28
0.1,40,30,erdos renyi gilbert gnp,0.114943,10
0.1,41,30,erdos renyi gilbert gnp,0.114943,24
0.1,42,30,erdos renyi gilbert gnp,0.114943,23
0.1,43,30,erdos renyi gilbert gnp,0.114943,22
0.1,44,30,erdos renyi gilbert gnp,0.114943,14
0.1,45,30,erdos renyi gilbert gnp,0.114943,29
0.1,46,30,erdos renyi gilbert gnp,0.114943,27
0.1,47,30,erdos renyi gilbert gnp,0.114943,18
0.1,48,30,erdos renyi gilbert gnp,0.114943,18
0.1,49,30,erdos renyi gilbert gnp,0.114943,19
0.1,0,30,erdos renyi gilbert gnp,0.110345,12
0.1,1,30,erdos renyi gilbert gnp,0.110345,16
0.1,2,30,erdos renyi gilbert gnp,0.110345,13
0.1,3,30,erdos renyi gilbert gnp,0.110345,18
0.1,4,30,erdos renyi gilbert gnp,0.110345,28
0.1,5,30,erdos renyi gilbert gnp,0.110345,18
0.1,6,30,erdos renyi gilbert gnp,0.110345,13
0.1,7,30,erdos renyi gilbert gnp,0.110345,28
0.1,8,30,erdos renyi gilbert gnp,0.110345,19
0.1,9,30,erdos renyi gilbert gnp,0.110345,23
0.1,10,30,erdos renyi gilbert gnp,0.110345,15
0.1,11,30,erdos renyi gilbert gnp,0.110345,21
0.1,12,30,erdos renyi gilbert gnp,0.110345,19
0.1,13,30,erdos renyi gilbert gnp,0.110345,33
0.1,14,30,erdos renyi gilbert gnp,0.110345,30
0.1,15,30,erdos renyi gilbert gnp,0.110345,15
0.1,16,30,erdos renyi gilbert gnp,0.110345,20
0.1,17,30,erdos renyi gilbert gnp,0.110345,15
0.1,18,30,erdos renyi gilbert gnp,0.110345,11
0.1,19,30,erdos renyi gilbert gnp,0.110345,17
0.1,20,30,erdos renyi gilbert gnp,0.110345,18
0.1,21,30,erdos renyi gilbert gnp,0.110345,24
0.1,22,30,erdos renyi gilbert gnp,0.110345,14
0.1,23,30,erdos renyi gilbert gnp,0.110345,30
0.1,24,30,erdos renyi gilbert gnp,0.110345,10
0.1,25,30,erdos renyi gilbert gnp,0.110345,23
0.1,26,30,erdos renyi gilbert gnp,0.110345,18
0.1,27,30,erdos renyi gilbert gnp,0.110345,19
0.1,28,30,erdos renyi gilbert gnp,0.110345,10
0.1,29,30,erdos renyi gilbert gnp,0.110345,21
0.1,30,30,erdos renyi gilbert gnp,0.110345,24
0.1,31,30,erdos renyi gilbert gnp,0.110345,12
0.1,32,30,erdos renyi gilbert gnp,0.110345,17
0.1,33,30,erdos renyi gilbert gnp,0.110345,10
0.1,34,30,erdos renyi gilbert gnp,0.110345,26
0.1,35,30,erdos renyi gilbert gnp,0.110345,22
0.1,36,30,erdos renyi gilbert gnp,0.110345,9
0.1,37,30,erdos renyi gilbert gnp,0.110345,35
0.1,38,30,erdos renyi gilbert gnp,0.110345,19
0.1,39,30,erdos renyi gilbert gnp,0.110345,12
0.1,40,30,erdos renyi gilbert gnp,0.110345,18
0.1,41,30,erdos renyi gilbert gnp,0.110345,20
0.1,42,30,erdos renyi gilbert gnp,0.110345,17
0.1,43,30,erdos renyi gilbert gnp,0.110345,20
0.1,44,30,erdos renyi gilbert gnp,0.110345,18
0.1,45,30,erdos renyi gilbert gnp,0.110345,24
0.1,46,30,erdos renyi gilbert gnp,0.110345,18
0.1,47,30,erdos renyi gilbert gnp,0.110345,11
0.1,48,30,erdos renyi gilbert gnp,0.110345,22
0.1,49,30,erdos renyi gilbert gnp,0.110345,18
0.1,0,30,erdos renyi gilbert gnp,0.105747,16
0.1,1,30,erdos renyi gilbert gnp,0.105747,30
0.1,2,30,erdos renyi gilbert gnp,0.105747,25
0.1,3,30,erdos renyi gilbert gnp,0.105747,27
0.1,4,30,erdos renyi gilbert gnp,0.105747,21
0.1,5,30,erdos renyi gilbert gnp,0.105747,10
0.1,6,30,erdos renyi gilbert gnp,0.105747,30
0.1,7,30,erdos renyi gilbert gnp,0.105747,42
0.1,8,30,erdos renyi gilbert gnp,0.105747,22
0.1,9,30,erdos renyi gilbert gnp,0.105747,15
0.1,10,30,erdos renyi gilbert gnp,0.105747,35
0.1,11,30,erdos renyi gilbert gnp,0.105747,12
0.1,12,30,erdos renyi gilbert gnp,0.105747,27
0.1,13,30,erdos renyi gilbert gnp,0.105747,25
0.1,14,30,erdos renyi gilbert gnp,0.105747,24
0.1,15,30,erdos renyi gilbert gnp,0.105747,30
0.1,16,30,erdos renyi gilbert gnp,0.105747,21
0.1,17,30,erdos renyi gilbert gnp,0.105747,21
0.1,18,30,erdos renyi gilbert gnp,0.105747,16
0.1,19,30,erdos renyi gilbert gnp,0.105747,18
0.1,20,30,erdos renyi gilbert gnp,0.105747,29
0.1,21,30,erdos renyi gilbert gnp,0.105747,19
0.1,22,30,erdos renyi gilbert gnp,0.105747,19
0.1,23,30,erdos renyi gilbert gnp,0.105747,28
0.1,24,30,erdos renyi gilbert gnp,0.105747,18
0.1,25,30,erdos renyi gilbert gnp,0.105747,11
0.1,26,30,erdos renyi gilbert gnp,0.105747,20
0.1,27,30,erdos renyi gilbert gnp,0.105747,20
0.1,28,30,erdos renyi gilbert gnp,0.105747,13
0.1,29,30,erdos renyi gilbert gnp,0.105747,18
0.1,30,30,erdos renyi gilbert gnp,0.105747,29
0.1,31,30,erdos renyi gilbert gnp,0.105747,12
0.1,32,30,erdos renyi gilbert gnp,0.105747,13
0.1,33,30,erdos renyi gilbert gnp,0.105747,13
0.1,34,30,erdos renyi gilbert gnp,0.105747,27
0.1,35,30,erdos renyi gilbert gnp,0.105747,28
0.1,36,30,erdos renyi gilbert gnp,0.105747,16
0.1,37,30,erdos renyi gilbert gnp,0.105747,32
0.1,38,30,erdos renyi gilbert gnp,0.105747,22
0.1,39,30,erdos renyi gilbert gnp,0.105747,27
0.1,40,30,erdos renyi gilbert gnp,0.105747,17
0.1,41,30,erdos renyi gilbert gnp,0.105747,38
0.1,42,30,erdos renyi gilbert gnp,0.105747,18
0.1,43,30,erdos renyi gilbert gnp,0.105747,13
0.1,44,30,erdos renyi gilbert gnp,0.105747,18
0.1,45,30,erdos renyi gilbert gnp,0.105747,17
0.1,46,30,erdos renyi gilbert gnp,0.105747,30
0.1,47,30,erdos renyi gilbert gnp,0.105747,34
0.1,48,30,erdos renyi gilbert gnp,0.105747,20
0.1,49,30,erdos renyi gilbert gnp,0.105747,29
0.1,0,30,erdos renyi gilbert gnp,0.110345,20
0.1,1,30,erdos renyi gilbert gnp,0.110345,13
0.1,2,30,erdos renyi gilbert gnp,0.110345,19
0.1,3,30,erdos renyi gilbert gnp,0.110345,22
0.1,4,30,erdos renyi gilbert gnp,0.110345,11
0.1,5,30,erdos renyi gilbert gnp,0.110345,15
0.1,6,30,erdos renyi gilbert gnp,0.110345,14
0.1,7,30,erdos renyi gilbert gnp,0.110345,21
0.1,8,30,erdos renyi gilbert gnp,0.110345,13
0.1,9,30,erdos renyi gilbert gnp,0.110345,14
0.1,10,30,erdos renyi gilbert gnp,0.110345,35
0.1,11,30,erdos renyi gilbert gnp,0.110345,27
0.1,12,30,erdos renyi gilbert gnp,0.110345,21
0.1,13,30,erdos renyi gilbert gnp,0.110345,31
0.1,14,30,erdos renyi gilbert gnp,0.110345,12
0.1,15,30,erdos renyi gilbert gnp,0.110345,26
0.1,16,30,erdos renyi gilbert gnp,0.110345,23
0.1,17,30,erdos renyi gilbert gnp,0.110345,18
0.1,18,30,erdos renyi gilbert gnp,0.110345,25
0.1,19,30,erdos renyi gilbert gnp,0.110345,19
0.1,20,30,erdos renyi gilbert gnp,0.110345,15
0.1,21,30,erdos renyi gilbert gnp,0.110345,16
0.1,22,30,erdos renyi gilbert gnp,0.110345,21
0.1,23,30,erdos renyi gilbert gnp,0.110345,14
0.1,24,30,erdos renyi gilbert gnp,0.110345,15
0.1,25,30,erdos renyi gilbert gnp,0.110345,22
0.1,26,30,erdos renyi gilbert gnp,0.110345,24
0.1,27,30,erdos renyi gilbert gnp,0.110345,18
0.1,28,30,erdos renyi gilbert gnp,0.110345,22
0.1,29,30,erdos renyi gilbert gnp,0.110345,22
0.1,30,30,erdos renyi gilbert gnp,0.110345,20
0.1,31,30,erdos renyi gilbert gnp,0.110345,28
0.1,32,30,erdos renyi gilbert gnp,0.110345,33
0.1,33,30,erdos renyi gilbert gnp,0.110345,21
0.1,34,30,erdos renyi gilbert gnp,0.110345,15
0.1,35,30,erdos renyi gilbert gnp,0.110345,22
0.1,36,30,erdos renyi gilbert gnp,0.110345,22
0.1,37,30,erdos renyi gilbert gnp,0.110345,9
0.1,38,30,erdos renyi gilbert gnp,0.110345,13
0.1,39,30,erdos renyi gilbert gnp,0.110345,17
0.1,40,30,erdos renyi gilbert gnp,0.110345,11
0.1,41,30,erdos renyi gilbert gnp,0.110345,23
0.1,42,30,erdos renyi gilbert gnp,0.110345,24
0.1,43,30,erdos renyi gilbert gnp,0.110345,27
0.1,44,30,erdos renyi gilbert gnp,0.110345,19
0.1,45,30,erdos renyi gilbert gnp,0.110345,18
0.1,46,30,erdos renyi gilbert gnp,0.110345,18
0.1,47,30,erdos renyi gilbert gnp,0.110345,17
0.1,48,30,erdos renyi gilbert gnp,0.110345,21
0.1,49,30,erdos renyi gilbert gnp,0.110345,31
0.1,0,30,erdos renyi gilbert gnp,0.11954,14
0.1,1,30,erdos renyi gilbert gnp,0.11954,11
0.1,2,30,erdos renyi gilbert gnp,0.11954,9
0.1,3,30,erdos renyi gilbert gnp,0.11954,10
0.1,4,30,erdos renyi gilbert gnp,0.11954,26
0.1,5,30,erdos renyi gilbert gnp,0.11954,19
0.1,6,30,erdos renyi gilbert gnp,0.11954,29
0.1,7,30,erdos renyi gilbert gnp,0.11954,13
0.1,8,30,erdos renyi gilbert gnp,0.11954,12
0.1,9,30,erdos renyi gilbert gnp,0.11954,19
0.1,10,30,erdos renyi gilbert gnp,0.11954,28
0.1,11,30,erdos renyi gilbert gnp,0.11954,12
0.1,12,30,erdos renyi gilbert gnp,0.11954,16
0.1,13,30,erdos renyi gilbert gnp,0.11954,17
0.1,14,30,erdos renyi gilbert gnp,0.11954,18
0.1,15,30,erdos renyi gilbert gnp,0.11954,21
0.1,16,30,erdos renyi gilbert gnp,0.11954,11
0.1,17,30,erdos renyi gilbert gnp,0.11954,19
0.1,18,30,erdos renyi gilbert gnp,0.11954,19
0.1,19,30,erdos renyi gilbert gnp,0.11954,11
0.1,20,30,erdos renyi gilbert gnp,0.11954,19
0.1,21,30,erdos renyi gilbert gnp,0.11954,10
0.1,22,30,erdos renyi gilbert gnp,0.11954,10
0.1,23,30,erdos renyi gilbert gnp,0.11954,9
0.1,24,30,erdos renyi gilbert gnp,0.11954,19
0.1,25,30,erdos renyi gilbert gnp,0.11954,17
0.1,26,30,erdos renyi gilbert gnp,0.11954,14
0.1,27,30,erdos renyi gilbert gnp,0.11954,17
0.1,28,30,erdos renyi gilbert gnp,0.11954,11
0.1,29,30,erdos renyi gilbert gnp,0.11954,26
0.1,30,30,erdos renyi gilbert gnp,0.11954,15
0.1,31,30,erdos renyi gilbert gnp,0.11954,7
0.1,32,30,erdos renyi gilbert gnp,0.11954,15
0.1,33,30,erdos renyi gilbert gnp,0.11954,8
0.1,34,30,erdos renyi gilbert gnp,0.11954,28
0.1,35,30,erdos renyi gilbert gnp,0.11954,27
0.1,36,30,erdos renyi gilbert gnp,0.11954,20
0.1,37,30,erdos renyi gilbert gnp,0.11954,12
0.1,38,30,erdos renyi gilbert gnp,0.11954,19
0.1,39,30,erdos renyi gilbert gnp,0.11954,20
0.1,40,30,erdos renyi gilbert gnp,0.11954,11
0.1,41,30,erdos renyi gilbert gnp,0.11954,21
0.1,42,30,erdos renyi gilbert gnp,0.11954,18
0.1,43,30,erdos renyi gilbert gnp,0.11954,20
0.1,44,30,erdos renyi gilbert gnp,0.11954,17
0.1,45,30,erdos renyi gilbert gnp,0.11954,15
0.1,46,30,erdos renyi gilbert gnp,0.11954,15
0.1,47,30,erdos renyi gilbert gnp,0.11954,16
0.1,48,30,erdos renyi gilbert gnp,0.11954,15
0.1,49,30,erdos renyi gilbert gnp,0.11954,17
0.1,0,30,erdos renyi gilbert gnp,0.108046,15
0.1,1,30,erdos renyi gilbert gnp,0.108046,14
0.1,2,30,erdos renyi gilbert gnp,0.108046,13
0.1,3,30,erdos renyi gilbert gnp,0.108046,33
0.1,4,30,erdos renyi gilbert gnp,0.108046,13
0.1,5,30,erdos renyi gilbert gnp,0.108046,19
0.1,6,30,erdos renyi gilbert gnp,0.108046,16
0.1,7,30,erdos renyi gilbert gnp,0.108046,18
0.1,8,30,erdos renyi gilbert gnp,0.108046,22
0.1,9,30,erdos renyi gilbert gnp,0.108046,17
0.1,10,30,erdos renyi gilbert gnp,0.108046,30
0.1,11,30,erdos renyi gilbert gnp,0.108046,15
0.1,12,30,erdos renyi gilbert gnp,0.108046,18
0.1,13,30,erdos renyi gilbert gnp,0.108046,18
0.1,14,30,erdos renyi gilbert gnp,0.108046,18
0.1,15,30,erdos renyi gilbert gnp,0.108046,11
0.1,16,30,erdos renyi gilbert gnp,0.108046,14
0.1,17,30,erdos renyi gilbert gnp,0.108046,21
0.1,18,30,erdos renyi gilbert gnp,0.108046,21
0.1,19,30,erdos renyi gilbert gnp,0.108046,15
0.1,20,30,erdos renyi gilbert gnp,0.108046,23
0.1,21,30,erdos renyi gilbert gnp,0.108046,17
0.1,22,30,erdos renyi gilbert gnp,0.108046,24
0.1,23,30,erdos renyi gilbert gnp,0.108046,18
0.1,24,30,erdos renyi gilbert gnp,0.108046,14
0.1,25,30,erdos renyi gilbert gnp,0.108046,12
0.1,26,30,erdos renyi gilbert gnp,0.108046,21
0.1,27,30,erdos renyi gilbert gnp,0.108046,15
0.1,28,30,erdos renyi gilbert gnp,0.108046,22
0.1,29,30,erdos renyi gilbert gnp,0.108046,17
0.1,30,30,erdos renyi gilbert gnp,0.108046,17
0.1,31,30,erdos renyi gilbert gnp,0.108046,19
0.1,32,30,erdos renyi gilbert gnp,0.108046,9
0.1,33,30,erdos renyi gilbert gnp,0.108046,15
0.1,34,30,erdos renyi gilbert gnp,0.108046,14
0.1,35,30,erdos renyi gilbert gnp,0.108046,11
0.1,36,30,erdos renyi gilbert gnp,0.108046,18
0.1,37,30,erdos renyi gilbert gnp,0.108046,13
0.1,38,30,erdos renyi gilbert gnp,0.108046,12
0.1,39,30,erdos renyi gilbert gnp,0.108046,22
0.1,40,30,erdos renyi gilbert gnp,0.108046,18
0.1,41,30,erdos renyi gilbert gnp,0.108046,19
0.1,42,30,erdos renyi gilbert gnp,0.108046,13
0.1,43,30,erdos renyi gilbert gnp,0.108046,12
0.1,44,30,erdos renyi gilbert gnp,0.108046,16
0.1,45,30,erdos renyi gilbert gnp,0.108046,14
0.1,46,30,erdos renyi gilbert gnp,0.108046,13
0.1,47,30,erdos renyi gilbert gnp,0.108046,16
0.1,48,30,erdos renyi gilbert gnp,0.108046,18
0.1,49,30,erdos renyi gilbert gnp,0.108046,16